geneNames	s1	s2	s3	s4
LAMA2	104	7	15	40
LAMA3	7	0	9	0
LAMA4	94	102	19	12
LAMB1	280	102	9	5
LAMB2	47	72	6	4
LAMB3	3	7	7	7
LAMC1	218	374	7	3
LAMP1	75	47	8	6
LAMP2	93	34	1	6
LAMTOR1	10	16	5	3
LAMTOR3	9	4	13	7
LAMTOR5	3	12	8	9
LANCL1	8	16	2	6
LAP3	7	15	7	5
LAPTM4A	91	43	6	7
LAPTM4B	3	9	7	17
LAPTM5	0	6	16	29
LARP1	40	43	22	33
LARP4	12	16	7	0
LARP4B	4	17	8	30
LARP6	7	6	7	1
LARP7	5	9	7	4
LARS	29	23	4	15
LARS2	2	7	10	17
LAS1L	6	8	6	0
LASP1	43	144	6	0
LATS1	13	7	5	11
LATS2	7	9	5	3
LAYN	9	14	12	11
LBH	11	6	4	21
LBR	7	15	5	5
LCLAT1	1	5	15	4
LCMT1	2	8	2	23
LCOR	1	5	6	6
LCP1	3	11	9	11
LDB1	14	6	8	14
LDHA	120	409	5	6
LDHB	53	86	4	5
LDLR	36	17	4	5
LDLRAD3	6	0	0	9
LDLRAP1	3	7	6	2
LDOC1	5	4	10	9
LDOC1L	4	10	2	8
LEF1	6	0	4	8
LEMD2	7	7	5	20
LEMD3	3	6	11	14
LENG8	16	16	6	7
LEO1	6	6	19	20
LEPR	21	5	3	7
LEPREL2	9	11	13	13
LEPROT	43	32	5	0
LEPROTL1	14	9	9	14
LETM1	2	12	15	4
LETMD1	6	5	5	3
LGALS1	87	179	4	7
LGALS3	35	13	9	20
LGALS3BP	54	25	7	7
LGALS8	12	13	9	9
LGMN	25	28	10	14
LGR4	10	5	5	9
LHFP	22	17	5	0
LHFPL2	16	6	25	17
LHPP	5	2	15	19
LIFR	11	8	3	5
LIG4	0	6	6	5
LIMA1	67	141	5	0
LIMCH1	4	58	1	7
LIMD1	2	8	15	10
LIMK1	23	6	6	2
LIMK2	13	10	1	7
LIMS1	29	38	10	3
LIMS2	2	11	6	10
LINC00152	3	7	6	1
LINC00504	4	11	5	1
LINC00506	5	5	3	5
LINC00657	58	78	9	5
LINC00674	9	17	8	3
LINC00998	2	9	6	9
LINC01000	6	7	6	5
LINC01004	5	0	6	4
LINC01085	0	12	8	3
LINC01139	5	0	21	17
LINC01279	65	80	2	8
LINC01578	5	5	18	29
LIPA	25	14	2	9
LIX1L	4	10	13	4
LLGL1	8	8	6	10
LLPH	7	10	9	3
LMAN1	30	59	5	5
LMAN2	10	19	5	5
LMBR1	7	10	7	2
LMBR1L	6	5	7	20
LMBRD1	8	1	11	3
LMCD1	31	4	16	6
LMF2	4	11	10	3
LMLN	7	5	2	7
LMNA	37	121	25	22
LMNB1	2	10	2	5
LMNB2	2	20	5	5
LMO4	9	16	5	5
LMO7	52	103	10	2
LMOD1	14	31	0	5
LMTK2	4	9	5	2
LNPEP	4	9	3	7
LOC100129034	40	15	9	7
LOC100129361	5	7	1	6
LOC100129434	2	5	14	9
LOC100131564	6	1	4	5
LOC100132891	9	13	4	7
LOC100506548	9	5	7	5
LOC101926898	1	6	5	4
LOC102724814	1	5	5	9
LOC146880	8	4	5	1
LOC642852	1	6	5	7
LOC728392	1	7	5	0
LOC90768	0	5	14	9
LONP1	9	12	4	7
LONP2	13	7	8	4
LOX	69	218	5	6
LOXL1	45	42	3	19
LOXL1-AS1	1	5	8	7
LOXL2	16	235	10	8
LOXL3	2	6	10	1
LOXL4	10	18	9	9
LPAR1	41	13	5	9
LPAR6	9	2	10	0
LPCAT2	5	8	2	9
LPCAT3	10	6	10	3
LPCAT4	7	8	1	5
LPGAT1	19	21	3	6
LPHN2	4	15	27	0
LPIN1	29	12	20	4
LPIN2	13	22	6	11
LPIN3	5	4	12	4
LPP	18	48	7	8
LPPR2	7	4	6	2
LPPR4	0	8	6	11
LPXN	5	15	3	9
LRBA	6	8	0	6
LRCH1	1	5	6	4
LRIF1	2	5	15	21
LRIG1	7	20	4	7
LRIG3	11	1	18	15
LRP1	540	282	4	10
LRP10	42	44	12	16
LRP11	14	10	8	9
LRP12	9	21	7	4
LRP5	4	12	9	19
LRP6	12	21	5	5
LRP8	2	5	17	33
LRPAP1	7	17	3	5
LRPPRC	27	18	6	6
LRRC17	33	2	7	19
LRRC2	0	7	7	2
LRRC32	29	18	5	4
LRRC37A4P	4	7	5	2
LRRC37BP1	3	5	9	4
LRRC40	3	6	4	6
LRRC41	5	12	6	6
LRRC42	3	8	2	8
LRRC47	7	7	4	7
LRRC58	13	20	4	5
LRRC59	16	71	6	47
LRRC75A-AS1	48	39	7	9
LRRC8A	12	15	4	6
LRRC8C	0	6	7	0
LRRC8D	6	5	6	10
LRRFIP1	11	35	6	12
LRRFIP2	14	13	5	1
LRRK1	6	5	9	13
LRRN3	9	7	8	7
LSAMP	6	3	5	6
LSG1	11	5	2	5
LSM12	7	20	6	6
LSM14A	24	14	4	12
LSM14B	4	7	12	7
LSM2	5	0	5	6
LSM8	9	3	12	24
LSP1	7	0	9	13
LSS	15	20	8	10
LTA4H	17	15	1	8
LTBP1	155	56	8	10
LTBP2	509	135	5	12
LTBP3	26	16	5	2
LTBR	15	12	27	20
LTN1	8	5	9	13
LTV1	6	10	3	7
LUC7L3	25	16	7	9
LUM	737	40	11	8
LURAP1L	4	5	10	20
LUZP1	13	21	10	10
LY6E	6	8	8	9
LYPLA1	3	10	5	9
LYPLA2	2	11	3	5
LYRM2	3	9	11	14
LYSMD3	4	9	20	10
LYST	16	11	5	4
LZTFL1	10	5	0	9
LZTR1	6	9	4	15
LZTS2	7	7	10	4
M6PR	18	13	0	5
MACF1	68	98	16	7
MAD2L1	0	5	5	4
MADD	7	4	6	5
MAEA	4	7	1	8
MAF1	13	9	33	33
MAFG	12	11	17	13
MAFK	0	6	67	64
MAGEA6	0	5	5	1
MAGEC2	3	22	3	5
MAGED1	49	90	1	5
MAGED2	21	30	8	8
MAGEF1	4	6	7	8
MAGEH1	5	5	5	4
MAGI1	9	14	0	8
MAGI2-AS3	28	20	5	5
MAGOH	6	2	71	4
MAGOHB	4	5	8	14
MAGT1	15	19	7	1
MAK16	3	8	5	4
MALAT1	74	104	12	6
MALT1	7	7	25	29
MAML1	10	7	9	14
MAML2	5	11	7	2
MAN1A1	43	6	6	20
MAN1A2	18	18	4	8
MAN1B1	17	13	0	5
MAN1C1	15	0	3	7
MAN2A1	32	35	8	27
MAN2A2	9	8	12	7
MAN2B1	16	4	1	7
MAN2B2	14	11	3	21
MAN2C1	14	9	17	7
MANBA	22	7	5	13
MANBAL	6	6	6	13
MANEA	8	4	24	3
MANF	6	7	22	37
MAP1A	48	102	29	64
MAP1B	71	189	4	7
MAP1LC3B	32	18	3	5
MAP1S	0	7	3	11
MAP2K1	3	13	3	5
MAP2K2	10	10	3	16
MAP2K3	1	17	5	18
MAP2K4	9	11	15	13
MAP3K11	2	5	48	92
MAP3K12	9	3	3	5
MAP3K13	5	4	4	10
MAP3K2	28	10	7	5
MAP3K4	7	6	5	8
MAP3K5	6	2	5	7
MAP3K6	4	6	9	4
MAP3K7	6	22	5	2
MAP4	65	115	8	27
MAP4K3	8	3	3	9
MAP4K4	139	65	6	4
MAP4K5	24	27	5	2
MAP7D1	15	34	3	6
MAP7D3	5	14	8	7
MAPK1	24	46	8	8
MAPK14	12	14	61	65
MAPK1IP1L	11	14	2	5
MAPK3	9	4	2	5
MAPK6	11	28	26	66
MAPK8	4	10	4	11
MAPK8IP3	8	6	4	7
MAPK9	5	9	10	0
MAPKAP1	9	21	0	5
MAPKAPK2	16	21	6	3
MAPKAPK3	3	7	40	0
MAPKBP1	5	4	4	5
MAPRE1	5	32	5	1
MAPRE2	5	11	8	11
4-Mar	0	8	4	9
5-Mar	9	11	6	5
6-Mar	21	31	6	6
7-Mar	19	18	12	4
8-Mar	1	5	5	11
MARCKS	84	86	1	5
MARK2	5	4	6	0
MARK3	14	11	5	4
MARK4	4	8	10	16
MARS	19	25	5	0
MARVELD1	21	22	0	7
MAST2	11	17	113	121
MASTL	0	5	2	5
MAT2A	28	33	9	13
MAT2B	14	11	2	6
MATN2	12	7	11	0
MATN3	8	0	6	0
MATR3	61	52	28	8
MAU2	4	9	7	3
MAVS	16	26	6	19
MAX	9	4	74	104
MAZ	13	25	17	11
MBD1	7	9	4	7
MBD2	12	16	29	23
MBD3	4	8	5	6
MBD4	10	5	7	8
MBD5	5	4	5	11
MBD6	3	8	5	4
MBNL1	27	60	4	10
MBNL2	16	17	5	10
MBOAT2	4	21	5	4
MBOAT7	3	13	6	0
MBTD1	5	1	3	5
MBTPS1	39	27	4	7
MBTPS2	5	7	5	0
MCAM	1	36	4	5
MCC	9	2	6	7
MCCC1	7	1	39	51
MCCC2	4	10	3	7
MCFD2	41	91	5	8
MCL1	67	40	7	3
MCM2	3	6	6	1
MCM3	4	5	8	3
MCM3AP	19	18	4	6
MCM4	4	11	1	6
MCM5	0	6	7	2
MCM6	6	5	40	15
MCM7	10	14	9	17
MCMBP	5	18	58	78
MCOLN1	7	6	9	2
MCPH1	5	3	6	0
MCRS1	3	5	151	119
MCTS1	12	2	0	6
MCU	16	9	2	5
MCUR1	7	8	9	24
MDC1	8	10	0	12
MDFIC	33	20	6	1
MDH1	18	27	16	17
MDH2	14	32	12	10
MDM2	13	26	13	9
MDN1	12	20	9	5
ME1	9	13	4	5
ME2	3	5	19	16
ME3	8	6	20	2
MEA1	3	8	10	4
MEAF6	11	8	5	0
MECOM	12	3	0	5
MECP2	5	4	2	7
MED1	13	10	5	6
MED12	6	6	2	7
MED13	22	22	4	16
MED13L	28	30	5	5
MED14	9	12	7	5
MED15	9	15	0	7
MED16	1	6	37	25
MED17	5	3	65	80
MED23	7	5	6	1
MED24	5	7	1	5
MED27	5	5	8	8
MED28	6	4	2	5
MED29	7	6	1	6
MED4	5	6	4	11
MED6	7	4	13	4
MED8	10	8	12	5
MEF2A	11	10	26	8
MEF2C	5	1	15	11
MEF2D	2	7	23	8
MEG3	34	68	6	15
MEGF6	1	27	2	17
MEGF8	21	16	6	11
MEGF9	11	5	3014	2276
MEIS2	5	2	201	94
