IDENTIFIER	GSM1052615	GSM1052616	GSM1052617	GSM1052618	GSM1052619	GSM1052620
control	8.05219	8.22044	8.24205	7.39743	7.74324	8.0431
control	8.96899	8.78111	9.32027	8.46742	8.36582	8.4468
control	8.08885	8.25236	8.23621	8.21744	8.65643	8.36947
control	8.03645	8.51476	8.3587	8.22913	8.49957	7.84063
control	5.10583	5.37444	5.15658	4.80184	5.15294	5.24688
control	8.82377	9.17501	9.14523	8.6904	8.62549	9.03338
control	5.16284	5.38675	5.59922	5.40475	5.97939	6.01548
control	7.33708	7.90885	7.42616	7.13635	7.53715	7.7238
control	12.794	12.6405	12.7974	12.6326	12.765	12.5623
control	9.1313	9.52798	9.20972	9.23252	8.99234	9.46632
control	11.3596	11.2471	11.3461	10.9336	10.9224	10.9833
control	13.5761	13.4755	13.5375	13.6199	13.5728	13.5369
control	9.59017	9.58679	9.97637	9.74337	9.8861	9.56063
control	9.92194	10.2819	10.2103	9.89979	10.1763	10.1575
control	5.6915	6.87156	6.53289	6.30556	6.6785	6.83833
control	4.04333	3.77864	4.52667	3.13833	3.97219	3.7271
control	7.06344	7.00474	6.99074	7.18178	6.86898	7.34141
control	4.35731	4.0128	4.38456	4.47974	4.40963	4.2682
control	7.53414	7.47758	7.98299	7.47539	7.46599	6.56377
control	12.7484	12.6647	12.6707	12.4162	12.6738	12.58
control	12.9627	12.9155	12.987	12.8843	12.802	12.6823
control	3.18406	3.18749	3.37159	3.82737	3.18197	3.21397
control	7.75974	6.84196	7.72485	7.22221	7.48477	7.51713
control	4.00498	3.82683	3.93782	3.94675	4.03403	4.58183
control	11.6947	11.8026	11.9432	11.9871	12.1061	11.8236
control	10.0274	10.8677	10.4071	10.3623	10.8513	10.64
control	5.85969	5.28982	6.69629	6.60279	6.33876	5.35654
control	3.10714	2.9359	3.26553	3.03539	3.37353	3.09709
control	12.8183	12.7174	12.8384	12.9309	12.9954	12.8323
control	6.14023	5.23583	6.31924	5.80103	6.59009	6.34191
control	3.89178	4.17011	4.3812	4.1955	4.50274	3.93729
control	5.65023	4.41872	4.99452	4.73076	5.09539	4.86254
control	7.06541	7.34436	7.44487	6.68733	7.27112	7.26054
control	8.49927	8.11527	8.36462	8.78866	8.21917	8.10938
control	4.57042	5.78237	4.99857	4.60176	6.25661	3.65024
control	11.7809	11.9906	11.8711	11.4621	11.5036	11.3646
control	6.89397	6.6063	7.22654	6.43347	6.56118	7.78854
control	5.23714	5.21468	5.19414	5.67026	4.8699	5.85302
control	6.2078	4.91822	6.36353	5.08912	6.38607	5.46422
control	9.07737	8.657	9.36509	8.45006	8.91863	8.91755
control	10.9101	10.7682	10.6966	10.7223	10.3126	10.2714
control	6.39905	6.19652	6.4324	6.6523	7.06933	6.06988
control	4.33706	3.86464	3.93127	3.77688	3.92304	3.82867
control	3.63548	3.49439	3.28178	3.80191	3.82001	3.90556
control	4.45349	3.47339	3.67271	4.32542	4.60814	4.39972
control	12.979	12.9673	12.9618	13.1824	13.2137	13.0466
control	7.08729	7.19219	7.46377	6.88479	7.2048	6.28025
control	6.96743	6.64784	7.46893	7.37627	6.50215	6.9151
control	3.80537	3.73905	4.75331	3.51961	3.78666	3.7397
control	6.52247	6.8299	6.60383	5.45494	7.38742	6.03204
control	8.41234	8.47304	8.5938	8.59323	8.65175	8.43551
control	6.47557	5.97348	6.45192	4.83956	5.95029	5.93757
control	3.42488	3.01969	3.43528	4.31877	3.11542	3.52837
control	10.7079	10.4348	10.3751	10.6121	10.4203	10.8227
control	7.46107	7.28281	7.69212	7.9663	8.31344	7.54895
control	8.11258	8.02016	8.22702	8.05875	8.34446	7.69463
control	6.5957	5.99724	6.67054	6.19995	6.26291	6.00139
control	7.46315	7.30267	7.18118	6.79309	6.76327	6.98577
control	10.7132	10.0148	10.6123	9.86875	9.87503	10.5446
control	7.45453	8.01383	7.86558	7.42664	8.41591	7.39231
control	5.39308	5.2258	5.39023	5.97891	6.05189	6.22592
control	6.14792	7.027	6.32012	6.65135	6.49152	6.89163
control	6.54066	6.6063	6.56118	5.06359	6.71401	5.20277
control	7.94885	7.92926	8.33595	7.13858	7.28873	6.98157
control	7.79654	8.10307	7.97874	8.08568	8.13397	7.89351
control	5.22934	6.07824	5.21225	4.72425	4.11185	3.85581
control	12.0732	12.569	12.1936	12.2991	12.22	12.2207
control	6.89002	6.72375	6.3924	5.68969	6.45885	6.39071
control	3.6824	4.50147	3.93274	3.2748	3.41972	4.30242
control	13.1181	13.1845	13.1559	12.6913	12.9063	12.9025
control	9.25575	9.46107	9.5324	9.49576	9.55057	9.24739
control	5.3223	5.20015	6.11075	4.5696	5.67911	4.39816
control	9.97604	10.4784	10.1307	10.0128	10.032	10.2581
control	6.99489	6.80455	6.93615	6.36013	6.79236	6.19074
control	7.47806	8.0627	7.48368	7.63505	7.56628	8.01698
control	13.2865	13.0041	13.2368	13.3972	13.4996	13.5332
control	7.36594	8.59634	7.99297	7.541	8.07888	7.39073
control	12.5235	12.4986	12.5754	12.1525	12.0707	12.0811
control	11.4195	11.3318	11.4893	11.1308	11.011	11.1064
control	11.4753	11.3348	11.2975	11.5126	11.621	11.7218
control	5.40106	4.33027	6.47457	5.26465	5.63444	4.00468
control	6.24697	7.18019	7.27226	5.92573	7.35671	6.58115
control	12.1892	12.1678	12.2077	12.2729	12.2051	12.3175
control	11.8912	11.9062	11.9202	11.3739	11.6343	11.5752
control	6.78771	6.54158	6.42102	6.4366	6.61204	5.4815
control	12.5685	12.74	12.6484	12.5903	12.6618	12.5658
control	6.82093	6.77627	6.95973	6.76041	6.45272	5.79837
control	8.94103	8.91755	8.8302	8.3552	8.61191	8.37078
control	9.28922	9.12323	9.53225	9.16459	9.33774	8.95766
control	9.42054	8.95632	9.23312	9.07008	9.55076	9.60428
control	5.0525	4.89711	6.01561	4.65217	5.81848	4.74117
control	8.03655	8.19899	8.00871	7.93474	7.78213	7.78943
control	11.0827	11.1677	11.051	10.9952	10.9638	11.2656
control	6.37168	5.73457	6.25273	5.14544	5.42539	5.09992
control	5.79733	6.33359	6.70127	6.28883	7.16165	5.31175
control	13.0735	13.2001	13.2671	13.159	13.3325	13.0195
control	5.41977	5.22532	6.05971	5.58525	5.32006	4.99628
control	5.71453	5.93994	5.75635	6.2309	5.61056	5.29613
control	12.6418	12.4423	12.6292	12.4086	12.3494	12.3456
control	6.30337	6.2122	5.97118	6.07561	6.36748	6.57711
control	4.03087	3.76748	4.41852	4.04966	4.75577	4.00583
control	7.94651	7.86529	8.32394	7.25155	7.83633	7.65268
control	8.64509	8.93495	9.08012	8.91607	9.56953	8.46036
control	7.84203	8.55387	8.70365	7.92842	8.16179	7.44013
control	6.57462	6.13819	6.06015	5.95561	5.64839	5.80219
control	12.2228	12.1398	12.2478	11.8602	11.8217	11.7371
control	6.44151	6.44355	6.68317	5.79543	5.85513	6.05269
control	13.134	13.0845	13.2134	12.9459	12.9549	12.942
control	7.60908	7.41644	8.01921	7.1241	7.63436	7.19612
control	11.9536	12.1805	12.0587	12.3298	12.3884	12.3711
control	5.98638	6.30931	5.65952	6.02023	5.42785	5.47406
control	7.80618	7.94888	7.87672	8.00707	8.74017	7.65337
control	8.00804	7.27081	8.61629	8.25134	7.34098	7.20715
control	5	5.06133	5.48875	5.17053	5.6095	5.38569
control	12.6707	12.6945	12.7888	12.4192	12.4496	12.5913
control	10.0435	10.1754	9.94502	10.1532	10.0817	10.1272
control	13.0019	12.9135	12.8115	12.6515	12.4671	12.4258
control	4.5977	4.31293	4.87952	4.3774	4.22426	3.50229
control	5.9785	5.15832	6.55902	6.09613	6.94356	6.70088
control	12.1737	12.1248	12.1764	12.132	12.1535	12.2179
control	3.73482	4.14593	5.21238	3.93302	4.45219	3.91109
control	9.19108	9.06715	9.17806	9.51726	9.53931	9.31768
control	10.2047	10.2599	10.4136	9.43726	9.4766	9.47153
control	7.17344	6.9958	7.312	6.5284	7.01546	6.97643
control	13.0663	13.0712	13.0712	13.072	13.0921	12.9663
control	10.1124	9.98439	10.4371	9.00785	9.39154	8.76785
control	6.71142	6.88834	6.96489	6.6629	6.66432	6.63957
control	4.63338	4.58515	4.64384	3.82005	4.02744	4.40402
control	5.98092	5.7135	6.20051	5.98486	6.40807	6.32372
control	5.46661	4.92926	5.79704	6.61271	6.50449	5.79223
control	10.4395	10.3677	10.4639	9.64215	9.55257	9.81708
control	12.0856	12.1912	12.3089	12.0139	12.1176	11.9653
control	9.55469	9.30485	9.70909	8.8624	9.03719	8.80199
control	12.6441	12.7095	12.7044	12.4979	12.3723	12.2809
control	8.92044	9.40935	9.45671	9.26969	9.59719	8.82672
control	12.5803	12.5458	12.4927	12.3591	12.4325	12.5322
control	8.53424	8.11591	8.38915	8.45615	8.78133	8.50112
control	9.5562	9.54278	9.47257	9.35437	9.39114	9.39342
control	11.0056	11.0596	10.9855	10.3318	10.444	10.2436
control	9.91773	9.87179	10.0827	9.733	9.56841	9.50859
control	10.6821	10.5571	10.6286	10.78	10.5404	10.3556
control	13.2801	13.2148	13.2084	13.1377	13.0817	13.1925
control	8.42597	7.86943	8.61505	7.98883	8.72058	8.52558
control	6.60092	6.08852	6.51327	7.14542	6.64074	6.95285
control	5.75358	6.35417	6.66841	6.03862	6.60934	5.81957
control	8.7483	8.3624	8.79029	8.10126	8.65057	7.92088
control	11.1165	11.3627	11.2571	11.1501	11.2629	11.2028
control	5.23792	5.45916	5.41654	4.94895	5.41091	5.53639
control	7.97927	7.77568	8.35459	7.76908	8.17525	7.31094
control	8.6472	9.09043	9.34427	9.07218	9.56743	8.73223
control	4.77122	4.71367	5.26728	4.97471	4.42728	4.8552
control	11.1685	11.305	11.2958	10.7835	10.7338	10.9221
control	4.61934	4.62374	5.10245	4.29779	4.24324	4.75636
control	8.57654	8.23408	8.61874	8.6973	8.48488	8.10467
control	4.82549	4.40029	4.5494	5.09812	5.12221	4.25188
control	7.58153	7.74159	7.27891	7.55978	8.14743	7.72486
control	6.083	6.34795	5.95762	6.897	6.84622	5.8762
control	5.638	4.94833	5.66131	5.82838	5.98842	5.68831
control	6.19735	6.29327	6.47593	6.48676	6.46584	6.34321
control	8.16603	7.84109	8.47518	7.03955	7.80478	7.64564
control	3.47856	3.55127	3.69438	4.28289	4.0267	3.19695
control	11.8458	11.8328	11.7694	11.2303	11.1142	11.1509
control	13.4817	13.5128	13.5775	13.6342	13.6261	13.4373
control	9.95473	9.39177	9.96587	8.63349	9.04153	8.54521
control	6.86429	6.57407	6.99209	6.62346	7.09043	5.2702
control	3.20734	3.33388	3.28222	3.31921	3.30551	2.89803
control	9.87519	9.99356	10.0242	10.0315	10.2973	9.73849
control	7.40951	7.3909	7.99388	7.00323	7.17663	6.78218
control	8.09667	8.20982	8.33507	7.51587	7.94853	8.02884
control	8.84036	9.17588	8.81061	8.93984	9.39264	8.69887
control	5.20908	5.47543	5.37721	5.65325	6.38343	5.86693
control	14.0505	14.0986	14.1566	14.0097	14.0483	14.01
control	12.2246	11.9008	12.0423	12.2861	12.1799	12.3514
control	14.2261	13.9581	14.1431	14.1892	14.1272	14.3404
control	6.02629	5.79597	6.24844	5.21762	5.5066	6.58965
control	5.93821	5.82407	5.74651	5.29922	5.65666	5.42694
control	8.61605	8.8023	8.92908	8.37344	8.70979	8.18983
control	8.91063	9.23961	9.33118	8.94373	9.63336	8.75779
control	8.13488	8.14208	7.99004	7.89667	7.88527	7.70945
control	3.31001	3.3404	3.27894	3.18882	3.01898	3.1953
control	8.76825	8.60138	8.54375	8.54383	8.70038	9.40208
control	12.8672	12.8375	12.811	13.05	12.9076	13.1165
control	9.27261	9.39709	9.13268	9.22715	9.02143	9.40977
control	13.2565	13.2537	13.3867	13.452	13.4734	13.1843
control	8.2359	7.83919	8.13564	7.41089	7.69037	7.95676
control	6.43883	6.23069	7.28649	6.26599	6.22787	6.81891
control	8.42953	8.56447	8.58156	8.49198	8.47411	8.27703
control	13.8806	13.8071	13.8468	13.7196	13.725	13.7528
control	5.65237	5.59801	5.56234	6.36101	6.05583	6.12669
control	3.13076	3.21582	3.61279	3.17697	3.27655	3.30853
control	6.89829	6.55777	7.31994	5.99055	6.7071	5.16542
control	12.2928	12.2491	12.3009	12.2262	12.016	11.9456
control	8.72363	8.7698	9.09086	8.93364	8.9021	8.92369
control	7.44606	7.84486	7.40785	7.23727	7.48246	6.92044
control	11.9846	12.2118	11.8756	11.975	11.8594	11.9681
control	9.69165	9.91779	9.62724	9.42069	9.40075	9.73814
control	9.89887	9.86302	9.8158	9.2196	9.50056	8.81703
control	8.70935	8.65991	8.5424	8.55388	8.64052	8.52806
control	12.5158	12.5227	12.5836	12.3318	12.3535	12.1305
control	7.12694	7.19838	7.8568	6.89473	7.3989	6.98422
control	13.0396	12.7376	13.0375	12.8066	12.7224	12.9793
control	12.4298	12.6461	12.6027	12.5973	12.6904	12.4314
control	3.29932	3.25016	3.8227	3.91879	3.40319	3.45147
control	13.5079	13.4105	13.5082	13.1996	13.1976	13.2351
control	5.46117	5.35229	5.57083	5.47134	5.58372	5.26317
control	7.9781	8.20881	8.20662	8.07347	8.17471	8.14972
control	10.0504	10.3458	10.2109	10.3522	10.2202	9.21817
control	4.16116	4.15537	4.55448	4.2292	4.11678	3.91554
control	7.09138	7.37226	7.46896	6.53354	7.24731	7.33771
control	6.27009	6.40627	6.75572	6.6988	6.53319	5.96377
control	6.02982	6.58154	6.716	6.38023	6.2449	5.74795
control	9.14452	8.92726	9.37042	8.39303	8.36281	7.49322
control	5.80686	5.28586	5.81454	4.15818	5.96673	6.44682
control	6.43432	5.88829	5.87991	6.08192	5.77088	5.73342
control	12.4816	12.598	12.4463	12.8616	12.7774	12.7266
control	13.4045	13.3224	13.3453	13.4936	13.4252	13.6055
control	6.02647	7.05104	6.85222	6.09825	5.43431	6.4713
control	11.4484	11.2173	11.5093	11.5519	11.6457	11.5345
control	13.0901	13.1638	13.119	12.9023	12.9511	12.9341
control	5.10612	5.13711	5.19791	5.39147	5.47705	5.08736
control	8.59911	8.47748	8.59666	8.49198	8.69864	8.29333
control	10.7163	10.7513	10.4481	10.2262	10.2126	10.1175
control	11.4007	11.3774	11.2915	11.069	10.9545	11.0749
control	4.60508	4.35048	4.41456	4.10775	4.32454	4.35738
control	9.7318	9.8073	9.82949	10.0592	10.1707	10.1009
control	11.0211	11.2933	11.1453	10.9629	11.1722	11.0066
control	5.32481	4.80376	5.46936	5.16964	5.3562	5.03622
control	6.58111	6.41878	7.17299	6.7729	6.85947	6.56044
control	7.57545	8.05308	7.60077	7.52202	7.43214	7.64627
control	12.2074	12.0579	12.0227	12.1095	12.1587	11.8403
control	5.7677	5.0708	6.13476	4.46576	5.2718	5.71883
control	11.2395	11.241	11.1544	10.7232	10.8452	10.9572
control	6.99814	7.22823	7.53796	6.77695	6.977	7.05734
control	6.02854	5.99084	6.12794	5.6964	5.99327	5.89234
control	4.40966	5.61701	5.5369	4.7101	5.75629	4.43396
control	8.25663	7.85572	8.33941	7.47073	7.76093	6.8615
control	4.89018	4.67452	5.20217	5.53194	6.04383	4.75478
control	13.7078	13.6821	13.6851	13.5401	13.4955	13.6623
control	13.0796	13.0198	12.8758	13.2243	13.2688	13.1881
control	7.15127	7.10999	7.14585	7.01217	7.14265	6.99554
control	6.98482	7.42568	7.4309	6.90278	7.18518	7.08259
control	8.3025	7.98562	8.36729	8.36661	8.55796	7.56803
control	13.6796	13.6803	13.7062	13.5982	13.6864	13.7084
control	2.87225	2.81345	3.11214	3.35531	3.48796	3.13579
control	13.0226	13.0344	12.9289	13.3098	13.186	13.3778
control	6.73937	7.53483	7.77879	7.39543	7.41015	7.0814
control	5.08094	5.09519	5.22882	4.77974	4.45893	4.62607
control	4.16248	4.21096	4.16463	3.94218	4.38494	3.71831
control	10.1743	10.1032	9.9727	10.2302	10.1257	10.0532
control	6.58681	6.12982	6.49689	6.29997	5.7503	6.4153
control	13.5574	13.5964	13.5297	13.4706	13.4273	13.5276
control	6.89565	6.96499	7.0696	7.19121	6.94767	6.98946
control	9.03781	8.85503	9.1298	8.87129	8.8641	8.74406
control	12.7327	12.5482	12.7058	12.4491	12.4585	12.6051
control	12.5427	12.3943	12.6179	12.3846	12.2582	12.132
control	3.89741	3.44992	4.00455	4.17053	5.39931	3.48511
control	5.44834	4.90694	5.75956	5.31439	4.88247	4.00525
control	12.0321	11.9427	11.962	12.0582	11.8944	11.8347
control	9.40235	9.84355	9.66879	9.4702	9.55334	9.50024
control	9.23398	9.13404	9.48317	9.35777	9.08012	9.06527
control	9.15647	9.01156	9.21381	8.85344	9.06311	8.94732
control	8.10425	7.96793	8.36093	8.45122	8.65969	8.88896
control	8.10293	8.29035	8.08387	8.58764	8.79253	8.17918
control	11.3654	11.3597	11.3884	11.0091	11.0941	10.7639
control	5.05485	3.74643	4.46583	3.78047	4.66539	3.77609
control	8.67509	8.63073	8.92933	8.84828	8.87634	9.18239
control	3.91171	3.46568	3.47832	3.41587	4.04694	3.55534
control	7.07573	7.57489	7.52344	6.79837	7.26609	7.03842
control	7.64654	7.26792	7.59571	7.87357	7.82461	7.59562
control	3.32369	3.0655	3.20482	3.18359	3.33561	3.24034
control	9.3738	8.95448	9.25879	8.54727	9.05057	9.04602
control	8.51913	8.21512	8.82133	8.13991	8.22074	8.27662
control	8.06302	8.48488	7.83139	8.3171	8.61323	7.61787
control	6.80794	6.517	7.19845	6.9282	6.93698	6.65336
control	6.21294	6.05703	6.17866	5.89444	5.93168	6.07876
control	10.9451	10.9597	10.9647	11.073	11.2714	10.8804
control	11.0203	10.9567	11.0914	10.9432	10.9697	10.2813
control	7.75718	7.55413	8.053	7.28217	7.76171	7.70982
control	7.48515	6.95058	7.85127	7.03148	7.4465	6.75761
control	7.8156	8.00718	8.03877	7.56492	7.95546	7.91315
control	11.9161	12.0423	12.1283	12.0225	12.3515	11.9651
control	13.4982	13.4221	13.5417	13.4427	13.4044	13.4129
control	5.82825	5.37827	5.5318	5.2255	6.04507	4.85656
control	10.1842	9.70785	10.1951	9.72361	9.33917	9.6953
control	7.96461	8.06262	8.13882	8.10635	7.9904	7.77295
control	9.70971	9.78258	9.83317	9.36379	9.51479	9.09702
control	4.25749	4.23844	4.20397	4.21521	4.13274	4.15977
control	6.57187	5.7552	6.76543	6.53805	6.537	5.91406
control	6.52008	6.29989	6.95167	6.64273	6.13403	6.89169
control	2.96108	3.08796	3.80584	3.3094	3.17215	3.32325
control	4.71493	5.06559	4.78839	4.88083	4.88811	5.40934
control	5.88958	6.77826	5.9606	6.41386	6.66434	5.97594
control	3.92719	3.37931	3.85671	3.74929	4.53653	4.04313
control	9.5092	9.66748	9.34135	9.46988	9.3439	9.59765
control	5.81274	5.86772	6.37065	5.44439	5.7347	5.38864
control	5.02122	4.53442	6.04714	4.73836	5.1713	5.02797
control	9.29993	9.79079	9.35968	9.43457	9.6761	9.21276
control	13.3941	13.2207	13.405	13.4498	13.5862	13.5194
control	8.41355	8.6927	8.91247	8.26457	8.91469	8.48186
control	7.86328	8.39137	7.84004	7.44051	7.69717	7.84532
control	9.75497	9.6879	10.2651	9.96071	10.1643	10.0534
control	3.95425	5.24266	5.24266	3.93862	5.71883	4.86643
control	7.68161	7.60299	7.69125	7.73976	7.97237	7.0195
control	4.07005	4.26146	4.37678	4.05684	4.24494	4.27449
control	7.12021	7.16391	7.31675	7.23274	7.03585	6.6871
control	12.3212	12.2544	12.3582	12.0894	12.0909	11.851
control	13.4692	13.4922	13.4749	13.4465	13.4551	13.3168
control	6.05223	6.97759	6.3731	6.9123	7.21403	7.19869
control	7.27154	7.98553	8.06977	7.81565	8.0126	7.69196
control	8.21341	8.43566	8.55759	8.46803	8.7613	8.27829
control	9.65361	9.7864	9.83263	9.65346	10.0235	9.44847
control	6.7872	6.72424	6.80517	7.41265	7.32717	6.36258
control	4.14125	4.15772	4.10771	4.18867	4.1401	4.12405
control	10.3211	10.5928	10.587	10.5056	10.7982	10.0912
control	11.9691	12.1812	12.057	12.0835	12.2904	11.8801
control	6.89397	6.25057	5.62094	6.48784	6.30556	6.82212
control	4.2308	4.23826	4.6147	3.96898	4.12169	4.64939
control	6.21166	5.76544	6.1501	5.32136	5.47437	5.43563
control	10.4865	10.3114	10.4882	10.1007	10.3357	10.4382
control	7.60001	7.31437	7.87759	7.53891	7.81619	7.57743
control	8.82358	8.35752	9.13317	8.68322	8.94305	8.49121
control	5.38017	5.78537	5.75715	5.60891	4.34074	4.88142
control	10.696	10.7436	10.7405	10.8478	11.0238	11.0434
control	3.23336	4.05408	3.58896	3.87855	4.706	3.92472
control	4.44164	3.8443	4.18056	4.71022	4.84752	4.53345
control	9.90553	10.0538	10.0728	10.0631	10.3569	9.75664
control	5.71793	5.72809	6.40388	5.85867	6.75376	5.50212
control	11.3347	11.6252	11.3991	11.4128	11.6325	11.3867
control	9.4391	8.85016	9.43872	9.69285	9.4139	10.0094
control	6.94355	5.97629	6.64899	5.9348	6.92176	5.18058
control	4.92438	4.4771	5.17833	5.29285	5.69329	5.40101
control	3.40217	3.12203	3.37255	3.59417	3.4278	4.28727
control	7.05995	7.45425	7.53715	7.5912	7.83742	7.55919
control	6.87563	6.88777	7.2927	7.05198	6.80182	6.46764
control	7.13258	7.6618	7.3758	7.51907	6.94808	7.84271
control	13.4366	13.4384	13.2104	13.6551	13.5275	13.7416
control	9.31801	9.10462	9.74304	8.991	9.31066	8.86035
control	4.05396	3.65123	3.58451	3.37905	3.85971	3.4987
control	10.6558	10.3031	10.3701	10.3288	10.296	9.68349
control	11.3471	11.3443	11.3	10.8745	11.0088	10.758
control	11.069	11.0037	11.2596	10.4256	10.445	10.0469
control	12.001	12.0037	12.0881	12.1665	12.259	12.2242
control	6.00434	6.12901	6.3055	6.13411	5.76955	5.67579
control	11.4316	11.248	11.4458	11.0894	11.118	11.0911
control	3.84918	3.99646	3.9153	3.69927	4.37377	3.68931
control	7.60417	8.17705	7.96092	7.75835	7.80378	7.63238
control	9.76548	9.87104	9.88182	10.0665	10.3236	9.87707
control	6.02692	5.94113	6.39502	5.64335	5.74643	6.07117
control	13.6962	13.7187	13.7258	13.8211	13.8791	13.6944
control	10.4841	10.3095	10.6655	10.3081	10.1727	10.408
control	5.85678	5.341	5.30855	5.41121	5.47281	4.74771
control	7.49642	7.45714	7.92565	6.90347	7.07609	6.30626
control	5.3058	4.90158	5.54941	4.69678	4.67816	4.69602
control	6.73067	6.34942	6.96973	6.50272	6.81714	7.02028
control	11.4457	11.5223	11.3297	11.6074	11.7122	11.6516
control	4.26545	4.46493	4.10266	5.12072	5.16466	3.8582
control	7.97013	7.89475	8.06818	7.71416	7.30732	7.14092
control	6.66703	6.67828	6.74454	6.30122	6.54458	6.53476
control	10.6306	10.4796	10.6163	10.2465	10.049	10.1949
control	7.96774	7.53225	8.55791	7.49621	7.8052	7.26087
control	3.07942	3.02493	3.19815	3.03146	3.17082	2.97836
control	7.47816	7.45836	8.18369	7.22793	7.29861	6.95056
control	12.9411	13.0386	12.9805	13.2374	13.3179	13.1574
control	13.051	13.0748	13.1347	13.0299	12.8587	12.8501
control	4.49028	4.1784	4.3077	3.45948	4.15556	4.23547
control	7.14904	6.65483	6.53289	7.00671	7.26144	6.76726
control	11.8528	11.8953	12.0049	11.7039	11.5711	11.1333
control	12.8735	13.0185	12.9161	12.7042	12.9637	12.9317
control	4.97145	4.93344	5.00542	5.55953	5.86623	4.86767
control	6.50553	5.67126	6.93572	7.15266	7.14885	6.34513
control	4.31315	4.22923	4.95091	4.8269	4.24233	4.21949
control	8.85431	8.82608	9.23641	8.69378	9.25828	8.67421
control	8.68562	9.2139	9.11035	9.04272	9.00546	8.77863
control	12.5833	12.6934	12.7418	12.4245	12.4382	12.3232
control	7.45585	7.61209	7.97933	7.55961	7.68654	7.46828
control	12.6185	12.3911	12.5446	12.4374	12.442	12.4427
